,renda mensal per capita,seguranca alimentar,freezer,V2103,V2105,V2107,V2109,deixou de ter alimentos saudaveis,nao comeu suficiente,diminiui quantidade de alimento,deixou de fazer refeicao,sentiu fome,menos de uma refeicao/dia,recebeu ajuda em alimentos
59530,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
59532,4.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
59533,4.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
59542,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
59544,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
59549,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
59556,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
59561,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
59566,1.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
59570,3.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
59572,1.0,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
59574,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59579,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
59580,1.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
59582,2.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
59588,5.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59589,3.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
59591,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59598,2.0,3.0,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
59605,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
59608,1.0,3.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não
59609,4.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
59613,3.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59615,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
59618,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
59620,5.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
59624,2.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não
59628,3.0,3.0,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não
59629,3.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
59634,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
59635,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
59637,4.0,3.0,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não
59639,3.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim
59654,1.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
59655,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
59659,3.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
59660,3.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
59662,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59663,2.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
59664,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
59665,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
59669,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
59670,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
59676,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59680,1.0,2.0,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
59686,3.0,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
59690,2.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
59692,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
59694,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
59696,4.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
59703,3.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59707,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
59708,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59709,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
59712,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
59714,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
59718,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59722,1.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
59725,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
59731,2.0,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
59735,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59736,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
59738,3.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
59744,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
59746,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
59753,3.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
59754,3.0,3.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
59755,3.0,2.0,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não
59757,3.0,2.0,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
59761,2.0,2.0,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
59765,2.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
59767,3.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
59768,2.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
59773,3.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
59777,1.0,3.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59781,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
59783,2.0,2.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59786,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
59788,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
59790,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59797,3.0,2.0,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
59804,3.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59806,3.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
59807,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
59810,3.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
59814,3.0,3.0,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não
59820,5.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59821,5.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59825,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
59828,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
59843,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
59849,2.0,4.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
59856,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
59857,4.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
59863,3.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59864,3.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
59869,6.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59875,3.0,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
59880,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
59881,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
59885,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
59886,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
59890,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59895,3.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59902,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
59906,2.0,2.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
59910,3.0,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
59917,4.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59928,3.0,3.0,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não
59930,4.0,2.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
59931,6.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59932,5.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59933,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59936,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59937,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59938,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
59941,3.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
59942,4.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
59944,99.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59951,4.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59955,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
59957,5.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59958,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59963,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59965,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59967,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
59970,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
59972,3.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
59976,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
59977,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
59985,2.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
59987,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
59988,1.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
59989,2.0,3.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
59992,3.0,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
59994,1.0,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não
60002,3.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não
60008,2.0,4.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
60014,3.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60016,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60028,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60032,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
60035,2.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
60040,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60043,2.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim
60044,3.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
60047,2.0,4.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
60049,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60050,1.0,4.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
60051,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
60053,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60054,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
60055,1.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
60058,2.0,2.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60060,0.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
60062,2.0,4.0,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
60063,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60069,4.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
60082,2.0,2.0,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
60086,2.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
60088,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
60092,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
60093,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60097,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
60099,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
60100,3.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
60101,4.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
60103,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não
60108,4.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
60109,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
60110,3.0,3.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
60116,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60119,4.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
60121,3.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60134,1.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60136,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60138,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60147,4.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60161,4.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
60168,1.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
60177,3.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
60181,2.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
60184,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não
60185,4.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
60187,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60189,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não
60193,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
60194,2.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
60195,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
60196,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60203,3.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
60207,1.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
60213,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60214,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
60217,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
60218,0.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
60219,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
60220,2.0,3.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
60222,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
60227,0.0,4.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
60228,3.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60231,0.0,3.0,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim
60234,2.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
60235,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60237,3.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não
60244,1.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
60246,3.0,2.0,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
60247,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60249,1.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
60251,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
60252,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
60254,1.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60256,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60258,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
60259,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
60260,2.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
60261,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
60267,1.0,2.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
60272,3.0,4.0,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não
60279,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
60281,3.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
60282,2.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim
60283,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
60289,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60290,3.0,2.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
60294,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
60298,3.0,2.0,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
60300,2.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60301,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
60311,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
60313,1.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60314,1.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
60318,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
60320,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
60323,1.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60324,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
60325,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60326,3.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
60327,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
60328,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60329,3.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
60331,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
60334,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60335,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60339,1.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
60342,2.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
60343,2.0,2.0,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim
60344,2.0,2.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
60349,2.0,2.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
60351,3.0,3.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
60352,2.0,2.0,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim
60353,2.0,2.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
60356,2.0,2.0,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
60357,3.0,3.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
60358,3.0,2.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
60362,3.0,2.0,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
60363,3.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
60365,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
60367,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
60369,3.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
60370,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60372,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
60387,2.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não
60396,1.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
60398,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60399,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
60400,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
